household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
vsturiale@funholding.com	8	Supbanefower Holdings Corp.	Thrurobimicator	induction	conventional	1	0	0
asweigard@doncon.com	8	Supbanefower Holdings Corp.	Tuppebopentor		conventional	1	0	1
rclaucherty@groovestreet.com	8	Supdimommor Direct Corp.	Montinefazz	induction	conventional	1	0	0
kchui@bioplex.com	8	Supdimommor Direct Corp.	Winnipilover		conventional	1	0	1
bpaskin@ron-tech.com	8	Supdimommor Direct Corp.	Zeesipazz	radiant electric				
jrowling@faxquote.com	8	Supkilonex	Endzapinicator		convection	1	1	1
tbuvens@zotware.com	8	Supkilonex	Intinower	electric	conventional	0	1	0
cnayar@konmatfix.com	8	Supkilonex	Surtinover	electric	conventional	1	1	0
rmauson@conecom.com	8	Suptanantor  Group	Dopbanentor		convection	0	0	1
smastella@zoomit.com	8	Supwerpommover International Corp.	Rapsapex	electric				
bklang@bioholding.com	8	Supwerpommover International Corp.	Tupcadommistor		conventional	1	1	0
slipke@konex.com	8	Supwerpommover International Corp.	Varsapanin		conventional	1	0	0
bwrinkles@ganjaflex.com	8	Supzapollex	Retinegan	electric	conventional	1	1	0
kschoeneck@singletechno.com	8	Supzapollex	Revenex	gas	conventional	0	0	1
lvarriano@plusstrip.com	8	Supzapollex	Varsapanin	gas	conventional	0	1	0
cbrucato@betasoloin.com	8	Surdudimor	Adkilor		conventional	1	0	0
mgleich@zumgoity.com	8	Surdudimor	Infroponar	gas	conventional	0	0	1
ayori@kinnamplus.com	8	Surdudimor	Monzapazz	induction	convection	1	1	0
lgato@condax.com	8	Surdudimor	Parrobazz		conventional	0	1	0
dcorbley@xx-zobam.com	8	Surerommazz International Company	Monzapazz	induction	convection	1	1	0
acorrio@green-plus.com	8	Surerommazz International Company	Qwifropimover	induction	conventional	1	1	0
ahengel@sonron.com	8	Surerommazz International Company	Rapsapower	radiant electric	conventional	1	0	1
mkaniecki@plexzap.com	8	Surerommazz International Company	Supsapan	electric				
rfrancescon@finjob.com	8	Surkilimentor  Company		electric	conventional	1	0	0
samyot@doncon.com	8	Surkilimentor  Company	Haptumar		conventional	1	1	0
abreland@konmatfix.com	8	Surkilimentor  Company	Rewerpower	radiant electric				
pmaynerich@gogozoom.com	8	Surkilimentor  Company	Supwerpover		conventional	1	0	0
eheimann@zencorporation.com	8	Surmunamex WorldWide	Retumamentor		conventional	0	1	0
cmaynerich@finjob.com	8	Surmunamex WorldWide	Supbanantor	radiant electric	conventional	0	1	0
sgillian@funholding.com	8	Surmunamex WorldWide	Untumover		conventional	0	0	1
amanno@sonron.com	8	Surpickazz Holdings Corp.	Haphupicator	radiant electric	convection	1	0	1
ehauenstein@donware.com	8	Surpickazz Holdings Corp.	Pardimedentor	induction				
vmelnyk@year-job.com	8	Surrobin  Inc	Barwerpilistor		convection	0	1	0
bwide@ron-tech.com	8	Surwerantor International Company	Unniponower		conventional	1	1	0
rwesterbeck@betasoloin.com	8	Surzapar WorldWide	Hapnipexower		conventional	1	0	0
mhoffis@silis.com	8	Surzapar WorldWide	Monroban		conventional	0	1	1
chalsey@j-texon.com	8	Surzapar WorldWide	Rapdimepax		conventional	1	1	0
rliukko@zathunicon.com	8	Surzapefax WorldWide	Hapzapistor	induction	convection	0	0	1
cweirather@donware.com	8	Surzapefax WorldWide	Infroponar	gas	conventional	1	1	0
hbennick@inity.com	8	Thrucadantor WorldWide	Wintinewin		conventional	1	1	0
wfrerking@scottech.com	8	Thrujubewex	Frorobistor	radiant electric	conventional	0	1	1
lmconnell@y-corporation.com	8	Thrujubewex	Monsipommistor		convection	1	1	0
cstuer@sunnamplex.com	8	Thrujubewex	Thrurobimicator		convection	1	1	0
eamigon@ganjaflex.com	8	Tipdudonan WorldWide	Endzapinicator		conventional	1	1	1
sspringe@inity.com	8	Tipdudonan WorldWide	Hapwerex		conventional	0	1	1
lmonarrez@sumace.com	8	Tipdudonan WorldWide	Rewerpower		conventional	1	1	1
jhengel@green-plus.com	8	Tipdudonan WorldWide	Upwerpantor	radiant electric	conventional	1	0	0
jdarakjy@codehow.com	8	Tipsapentor Holdings Corp.	Emkililin		conventional	0	1	1
drentfro@gogozoom.com	8	Tipsapentor Holdings Corp.	Haptumar		convection	0	0	1
abachman@isdom.com	8	Tipsapentor Holdings Corp.	Monerex	induction	conventional	0	1	1
aogg@plusstrip.com	8	Tipsapentor Holdings Corp.	Surpickex		convection	1	1	0
thoneywell@rangreen.com	8	Tipsapentor Holdings Corp.	Untumover		conventional	0	1	0
kgabisi@gogozoom.com	8	Tipsapower Direct Inc	Lomfroponex		convection	0	0	1
jgreenbush@ganjaflex.com	8	Tipsapower Direct Inc	Rapsapex	radiant electric	conventional	0	1	1
hjurney@bioplex.com	8	Tipsapower Direct Inc	Trujubex		conventional	1	0	1
rklonowski@treequote.com	8	Trudiminower	Monglibepar		conventional	1	0	0
lwenzinger@hatfan.com	8	Trudiminower	Thrurobimicator		conventional	0	1	1
cpoquette@zotware.com	8	Truwerupex International Corp.	Barkilentor	induction	conventional	1	1	0
rdemesa@doncon.com	8	Truzapicar Direct Corp.	Tipsapover		conventional	1	0	1
bklimek@y-corporation.com	8	Tupdudower		gas	conventional	0	1	0
geroman@nam-zim.com	8	Tupdudower	Rewerpower	gas				
rvocelka@scotfind.com	8	Tupfropantor	Supdimonentor		conventional	0	0	1
cmcdoniel@groovestreet.com	8	Tuppickin	Varhupan		conventional	0	0	1
lharoldson@yearin.com	8	Tuppickor	Wincadamistor	radiant electric	convection	0	0	1
fcaiafa@inity.com	8	Tuppickor	Zeedudommover	electric	conventional	1	0	1
vmatuszak@hottechi.com	8	Tupquestentor	Retanicator	gas				
twaycott@scottech.com	8	Tuprobollicator WorldWide	Varglibin		convection	1	1	1
mlietz@labdrill.com	8	Tupvenax Direct	Varwerpanower		convection	0	0	1
echavous@bioholding.com	8	Unbanollentor WorldWide Group	Dopbanentor		conventional	0	1	0
bbennick@inity.com	8	Unbanollentor WorldWide Group	Parfropadantor		conventional	1	0	1
kluczki@codehow.com	8	Unbanollentor WorldWide Group	Supfropantor	radiant electric	convection	1	1	1
lchaffins@year-job.com	8	Unbanollentor WorldWide Group	Unnipackentor	induction	conventional	0	0	1
alimmel@ron-tech.com	8	Unjubar International Group	Monwericower		conventional	1	0	0
esetter@cancity.com	8	Unjubar International Group	Winsipexex		conventional	1	1	1
rberray@funholding.com	8	Unmunilar Holdings	Ciperimar	electric				
mherritt@blackzim.com	8	Unmunilar Holdings	Lompeban		conventional	1	0	0
pshire@scottech.com	8	Unmunilar Holdings	Mondimaquover		conventional	1	1	0
ebenimadho@konex.com	8	Unmunilar Holdings	Upwerpantor	electric	conventional	1	1	1
ehagele@ontomedia.com	8	Unnipplentor International	Surtumanex		convection	1	0	1
mbergesen@hottechi.com	8	Unpebexower	Adpebeficator	radiant electric	convection	0	0	1
ckarpel@golddex.com	8	Unpebexower	Groweran		convection	1	1	1
jahle@plexzap.com	8	Unpebexower	Parsipefan	electric				
jtollner@ontomedia.com	8	Unpebexower	Supbanantor		conventional	1	0	0
rlimmel@zathunicon.com	8	Unpebexower	Thrunipaquentor	gas	conventional	1	1	0
frodefer@rantouch.com	8	Unpebexower	Upsapedover	induction	conventional	1	0	1
rcookey@silis.com	8	Unpebexower	Wintinewin		convection	0	1	1
sberray@opentech.com	8	Unsipedover WorldWide	Varwerpanower	gas	convection	1	1	0
cbruschke@ontomedia.com	8	Unsipedover WorldWide	Winnipilover	radiant electric				
mgwalthney@kan-code.com	8	Unwerinan Direct	Adkilor	radiant electric				
mkeneipp@toughzap.com	8	Unwerinan Direct	Adkilor	induction				
tmatuszak@konmatfix.com	8	Unwerinan Direct	Qwifropilistor		conventional	1	0	0
mberlanga@statholdings.com	8	Unwerinan Direct	Upsapimor		convection	0	1	1
lhirpara@plusstrip.com	8	Unwerpilax Holdings Group	Lomfroponex	electric	conventional	0	0	1
mcaudy@newex.com	8	Unzapicicator Holdings	Infroponar		conventional	1	1	0
mluczki@warephase.com	8	Unzapicicator Holdings	Kliwerommistor	induction				
pcorrington@finjob.com	8	Unzapicicator Holdings	Parglibover	induction	conventional	0	0	1
jgwalthney@nam-zim.com	8	Upjubazz Direct Company	Ciperplax		conventional	0	1	0
freiber@opentech.com	8	Upjubazz Direct Company	Unsapex	induction	conventional	0	0	1
kmyricks@plexzap.com	8	Upkilex Holdings	Adrobollor	radiant electric	conventional	1	1	0
ncorrio@j-texon.com	8	Upkilex Holdings	Ciperplax	radiant electric	convection	1	1	1
mzagen@plexzap.com	8	Upkilex Holdings	Grosapower	radiant electric	conventional	1	1	1
creitler@finjob.com	8	Upkilex Holdings	Redudex	radiant electric				
pnabours@lexiqvolax.com	8	Upkilex Holdings	Rewerpower		conventional	0	1	1
jdickerson@bioholding.com	8	Upkilex WorldWide Group	Qwinipamex		convection	0	1	0
gstaback@dalttechnology.com	8	Upkilex WorldWide Group	Tuprobedan	radiant electric				
mweight@bioholding.com	8	Upquestanan  Company	Lomerplantor		conventional	0	1	0
mheimann@sumace.com	8	Upquestanan  Company	Qwifropimover		conventional	1	0	1
thochard@kinnamplus.com	8	Uprobax International Group	Qwitumewar	electric				
ponofrio@zumgoity.com	8	Uprobax International Group	Surzapegax		conventional	0	1	1
ekampa@fasehatice.com	8	Uptanistor WorldWide Company	Thrurobimicator	induction				
ckoppinger@inity.com	8	Uptanistor WorldWide Company	Thrusapentor	gas				
vwildfong@green-plus.com	8	Uptumin International Inc	Adfropax		convection	0	1	0
jfrerking@funholding.com	8	Uptumin International Inc	Hapquestover	gas	conventional	0	1	0
rrodefer@dalttechnology.com	8	Uptumin International Inc	Klitumover	gas				
shamilton@plusstrip.com	8	Uptumin International Inc	Redudex	radiant electric	conventional	1	1	1
akownacki@dambase.com	8	Uptumin International Inc	Winrobaquazz	radiant electric	convection	1	0	0
rweight@j-texon.com	8	Uptumin International Inc	Zeedimin	induction	convection	0	0	1
mkonopacki@kinnamplus.com	8	Upweror WorldWide Corp.		gas				
rdhamer@statholdings.com	8	Upweror WorldWide Corp.	Endcadazz	gas				
dfrerking@treequote.com	8	Upweror WorldWide Corp.	Rebanax		convection	1	0	1
lbachman@zencorporation.com	8	Varbanonicator	Grodiman	electric				
jsarbacher@zencorporation.com	8	Varbanonicator	Untumover	electric	convection	1	0	1
kboulter@bioplex.com	8	Varbanonicator	Varglibin		conventional	1	1	0
fsweigard@zotware.com	8	Varcadilax Direct	Barweramantor		convection	1	1	0
chollack@y-corporation.com	8	Varerefin WorldWide	Frorobistor	gas	conventional	1	1	0
jloader@hottechi.com	8	Varerefin WorldWide	Rapwerex	radiant electric	conventional	0	1	0
mhellickson@hatfan.com	8	Varfropanax Holdings Corp.	Parjubollor	induction	convection	0	0	1
ahoneywell@condax.com	8	Varnipantor Holdings	Parsipefan	radiant electric				
fmastella@faxquote.com	8	Varnipantor Holdings	Tupcadommistor	electric	conventional	0	1	0
lstorment@goodsilron.com	8	Varnipantor Holdings	Upsapar	electric				
gpoullion@plussunin.com	8	Varpebewicator Direct	Barmunedex		conventional	0	1	1
dmunns@lexiqvolax.com	8	Varpebewicator Direct	Emsipackex	electric	conventional	0	1	1
jflister@zencorporation.com	8	Varpebewicator Direct	Rapsipower		convection	0	0	1
wlietz@kan-code.com	8	Varpebewicator Direct	Tipquestistor	radiant electric	conventional	0	1	1
larceo@fasehatice.com	8	Varquestentor Direct	Gropickicator	electric	conventional	0	1	1
kbarfield@golddex.com	8	Varquestentor Direct	Qwifropimover	induction				
jliukko@treequote.com	8	Varquestentor Direct	Surtinover		conventional	1	1	1
mgillaspie@plusstrip.com	8	Vartanicator  Group	Supbanantor		convection	1	1	1
qsuell@rantouch.com	8	Varwerin International Corp.	Cipdimazz	electric	convection	1	1	1
rlipke@bioholding.com	8	Varwerin International Corp.	Lomtinex		convection	1	1	1
griopelle@hottechi.com	8	Varwerin International Corp.	Unbanover		conventional	0	1	0
brantanen@goodsilron.com	8	Varwerpewax Holdings	Cipdudinan	gas				
cflister@codehow.com	8	Varwerpewax Holdings	Haptumar	gas	convection	0	1	1
epaprocki@bioplex.com	8	Varwerpewax Holdings	Revenex	radiant electric				
edelasancha@ganjaflex.com	8	Varwerpewax Holdings	Revenollan	gas				
ayglesias@statholdings.com	8	Varwerpewax Holdings	Upwerpantor	gas	convection	1	0	1
ostenseth@green-plus.com	8	Winglibower  Company			conventional	0	1	1
ceroman@warephase.com	8	Winglibower  Company	Barwerpilistor		convection	0	0	1
kthreets@zotware.com	8	Winglibower  Company	Cipdudinan		conventional	0	0	1
conofrio@j-texon.com	8	Winquestonin Direct Group	Adkilor		conventional	1	0	1
mmeteer@golddex.com	8	Winrobonover International	Dopbanentor		conventional	0	1	1
rkeetch@blackzim.com	8	Winrobonover International	Grodiman	gas				
aonofrio@faxquote.com	8	Winrobonover International	Winwerpan	induction	conventional	1	1	1
cpadilla@donware.com	8	Winrobupex WorldWide	Monkilax		conventional	1	0	0
cdopico@betasoloin.com	8	Winrobupex WorldWide	Surzapegax	electric				
jruta@konmatfix.com	8	Winrobupex WorldWide	Unniponower		conventional	0	0	1
wtollner@konmatfix.com	8	Winsipexar WorldWide	Cipdudinan	gas	conventional	0	1	0
gyum@goodsilron.com	8	Winsipexar WorldWide	Klitumover		conventional	0	1	1
wsaras@groovestreet.com	8	Winsipexar WorldWide	Monerex	radiant electric				
atolfree@rundofase.com	8	Winsipexar WorldWide	Monwericower	induction	conventional	0	1	1
jbuvens@y-corporation.com	8	Winsipexar WorldWide	Winnipilover		convection	1	1	0
chidvegi@sunnamplex.com	8	Wintumower			conventional	1	1	0
cskursky@plexzap.com	8	Wintumower	Parjubollor	electric				
wloder@doncon.com	8	Wintumower	Thruglibentor	radiant electric	convection	0	1	0
chidvegi@lexiqvolax.com	8	Wintumower	Tuppebopentor	radiant electric	conventional	0	0	1
mhalter@domzoom.com	8	Winvenonar International	Barweramantor	radiant electric	conventional	1	1	1
trauser@plusstrip.com	8	Winvenonar International	Varrobeficator		conventional	0	1	1
wbayless@betasoloin.com	8	Winwerpazz Direct	Barmunaquistor		conventional	1	1	0
ishields@plusstrip.com	8	Winwerpazz Direct	Zeedimower		conventional	0	1	0
gbruschke@betatech.com	8	Winwerpazz Direct	Zeesipazz	electric				
hcartan@year-job.com	8	Winwerpazz Direct	Zeesipicator	induction				
rriden@rantouch.com	8	Zeeglibadar Holdings Corp.	Ciperplax		conventional	0	1	0
mvillanueva@j-texon.com	8	Zeeglibadar Holdings Corp.	Frorobistor		convection	0	1	1
mbutzen@silis.com	8	Zeeglibadar Holdings Corp.	Frovenazz		conventional	0	1	0
lhudnall@plussunin.com	8	Zeemunilover Holdings Group	Intinower	electric	convection	0	1	1
lmelnyk@bioplex.com	8	Zeemunilover Holdings Group	Retinegan		conventional	1	1	1
sdegroot@goodsilron.com	8	Zeemuninower WorldWide	Cipdimazz		conventional	1	0	0
brodefer@faxquote.com	8	Zeemuninower WorldWide	Rebanax		convection	1	1	1
fcousey@betatech.com	8	Zeenipantor  Inc	Barweramantor	electric	conventional	1	1	1
ggreenbush@inity.com	8	Zeenipantor  Inc	Dopbanentor		conventional	1	1	1
lberganza@donware.com	8	Zeenipantor  Inc	Doperan	electric	convection	1	0	0
itjepkema@rangreen.com	8	Zeenipantor  Inc	Doptumadower	radiant electric	convection	1	0	1
mdiestel@year-job.com	8	Zeenipantor  Inc	Rehupopover		conventional	1	1	0
syum@finhigh.com	8	Zeenipantor  Inc	Supsapan	electric	conventional	1	0	1
lankeny@blackzim.com	8	Zeenipantor  Inc	Varrobeficator	radiant electric	convection	1	0	0
kmirafuentes@silis.com	8	Zeetinexower International	Barkilistor		conventional	1	1	1
calbares@zumgoity.com	8	Zeetinexower International	Monglibepar		conventional	1	1	1
hdrymon@codehow.com	8	Zeetinexower International	Montinefazz		conventional	0	1	1
gsetter@cancity.com	8	Zeetinexower International	Tipkilower		convection	1	1	0
ccaiafa@nam-zim.com	8	Zeetinexower International	Unbanover	radiant electric	conventional	0	1	1
vrodefer@blackzim.com	8	Zeetinexower International	Windimower		conventional	0	1	1
tskursky@blackzim.com	8	Zeevenefazz Direct	Klizapedgantor	radiant electric	conventional	0	1	0
vrantanen@condax.com	9	Adpickover International	Barmunaquistor	radiant electric	conventional	1	0	1
sglick@goodsilron.com	9	Adpickover International	Qwitumewar		conventional	0	0	1
saquas@donquadtech.com	9	Adpickover International	Supquestackan	gas	convection	1	0	0
slimmel@zotware.com	9	Adpickover International	Surpickex		conventional	1	0	0
ldegroot@hatfan.com	9	Adtumegax	Haptumar	induction	conventional	0	0	1
lchickering@ontomedia.com	9	Adtumegax	Monroban	electric	conventional	0	1	1
bcentini@labdrill.com	9	Adtumegax	Rapsipower	radiant electric				
gperigo@statholdings.com	9	Adwerower International Inc	Dopnipefistor		conventional	0	0	1
freiber@opentech.com	9	Barnipentor	Hapnipexower		conventional	1	1	1
agochal@finjob.com	9	Barrobax	Monwerilantor		conventional	1	0	1
ldarakjy@treequote.com	9	Barrobax	Varglibin	gas	conventional	1	0	1
mfoller@codehow.com	9	Barsipicator WorldWide	Supsapan		conventional	1	1	0
gfern@kinnamplus.com	9	Barsipicator WorldWide	Zeesipazz		convection	1	0	1
tmodzelewski@labdrill.com	9	Bartinanor	Enddimax		conventional	0	1	0
fwaycott@scotfind.com	9	Bartinanor	Zeedimin	radiant electric	conventional	1	0	1
vtreston@stanredtax.com	9	Bartumopover Direct Inc	Qwiglibaquar		conventional	0	1	0
vmelnyk@year-job.com	9	Barvenackax Direct Company	Montinefazz		conventional	1	0	1
jmaybury@iselectrics.com	9	Barvenackax Direct Company	Rewerpower	electric	conventional	0	1	0
paredondo@opentech.com	9	Barvenadower Holdings	Hapquestover	induction	convection	0	0	1
mdiestel@year-job.com	9	Barvenadower Holdings	Lompeban		conventional	0	1	1
atillotson@faxquote.com	9	Barvenadower Holdings	Partinover		conventional	0	1	1
hfelger@betasoloin.com	9	Barvenadower Holdings	Trutumover	radiant electric				
djuhas@plusstrip.com	9	Barvenadower Holdings	Upbanazz		convection	1	0	1
bdrymon@kan-code.com	9	Barvenadower Holdings	Varwerpanower	electric				
jsayaphon@goodsilron.com	9	Cipbanower Direct Company	Varhupan		conventional	0	1	1
ltheodorov@year-job.com	9	Cipbanower Direct Company	Varrobin		conventional	1	0	0
awrinkles@streethex.com	9	Ciperepazz Direct Inc	Untumover		conventional	0	1	0
asyrop@donquadtech.com	9	Cipmunonover Holdings	Barweramantor		conventional	1	0	1
fgellinger@opentech.com	9	Cipmunonover Holdings	Fropebicator	gas				
cwieser@iselectrics.com	9	Dopjubupicator	Adfropax		conventional	0	0	1
tcloney@statholdings.com	9	Dopjubupicator	Hapnipexower		conventional	0	1	1
rhauenstein@sunnamplex.com	9	Dopjubupicator	Thruglibentor		conventional	0	1	1
jyum@scottech.com	9	Dopkilaquazz  Group	Adtanazz	radiant electric	conventional	1	0	1
dpugh@funholding.com	9	Dopkilaquazz  Group	Wintinewin		convection	1	0	1
mbayless@streethex.com	9	Dopnipaquistor	Gromunplover	induction				
ddenooyer@xx-zobam.com	9	Dopnipaquistor	Tuprobanantor	electric				
aabdallah@plusstrip.com	9	Dopquestan WorldWide	Intinower		conventional	1	0	1
ckoppinger@inity.com	9	Doptaninin Holdings Inc	Tupdimantor	radiant electric	conventional	1	1	1
jhochard@golddex.com	9	Dopvenonazz WorldWide		radiant electric				
lcousey@ganjaflex.com	9	Dopvenonazz WorldWide	Qwinipamex		conventional	1	1	0
lgillaspie@plexzap.com	9	Embanicower Holdings	Klitinistor	radiant electric	conventional	1	0	1
gbourbon@opentech.com	9	Embanicower Holdings	Qwiglibaquar		conventional	1	0	0
fnunlee@dambase.com	9	Embanicower Holdings	Tupdimantor		conventional	0	1	1
vdelasancha@stanredtax.com	9	Embanicower Holdings	Varrobeficator		convection	0	1	1
lsawchuk@opentech.com	9	Empickadin	Supvenefazz	radiant electric	conventional	1	0	1
jkarpin@codehow.com	9	Empickopentor Holdings	Grodiman	radiant electric	conventional	1	0	0
misaacs@xx-zobam.com	9	Emtumax Direct Inc	Adfropax	electric	conventional	0	1	0
esawchuk@golddex.com	9	Emtumax Direct Inc	Grosapower		conventional	1	1	0
kfeichtner@fasehatice.com	9	Emtumax Direct Inc	Rapglibex		convection	0	1	0
ahoneywell@condax.com	9	Emwerpentor Direct Corp.	Doptumadower	electric				
lkeener@goodsilron.com	9	Endcadan	Advenover	induction	convection	0	1	0
jaredondo@zoomit.com	9	Endcadan	Rapvenar		convection	0	1	1
bfrey@treequote.com	9	Endcadan	Upsapedover	gas				
ngibes@conecom.com	9	Endglibupentor Holdings Group	Klitinistor		conventional	1	1	1
fmatuszak@statholdings.com	9	Endglibupentor Holdings Group	Qwitumar		convection	0	1	1
csahagun@sumace.com	9	Endjubor Holdings Corp.		electric	convection	1	0	1
dgotter@goodsilron.com	9	Endtinan		induction	conventional	0	1	0
fbrideau@doncon.com	9	Endtinan	Tipwerpin		conventional	0	0	1
hswayze@dontechi.com	9	Endtumin	Adpickinazz	gas	conventional	1	1	1
amunis@blackzim.com	9	Endtumin	Haphupexistor	gas	conventional	0	1	0
amadarang@hottechi.com	9	Endtumin	Lomtinex	gas	convection	1	1	0
mberganza@ganjaflex.com	9	Endtumin	Supwerpover		convection	1	1	1
vscipione@codehow.com	9	Endtumin	Surtinover		conventional	0	0	1
hrauser@zumgoity.com	9	Endtumin	Tupdimegantor	gas				
hcoyier@warephase.com	9	Endzapimistor	Tipkilover	electric	conventional	1	1	0
rklimek@zencorporation.com	9	Endzapimistor	Winrobommistor		conventional	1	0	0
rheimann@isdom.com	9	Frodudollazz  Corp.	Trutumover	induction				
mwenner@betatech.com	9	Frofropentor Holdings	Endwerpistor	radiant electric	conventional	1	0	0
araymo@konex.com	9	Frofropentor Holdings	Infroponar	electric	convection	0	0	1
bchesterfield@newex.com	9	Frofropentor Holdings	Parquestar	induction				
kgotter@dontechi.com	9	Frofropentor Holdings	Tupdimegantor	radiant electric				
abennick@xx-zobam.com	9	Frojubimicator WorldWide	Thrurobimicator	gas				
lberray@plussunin.com	9	Frojubimicator WorldWide	Winweregicator		conventional	0	1	1
cangalich@hottechi.com	9	Froroban	Grodiman		conventional	1	1	1
cisaacs@bioplex.com	9	Grohupefantor International Company	Adpebeficator	radiant electric				
arauser@sunnamplex.com	9	Grohupefantor International Company	Tuppebopentor	radiant electric	conventional	0	1	0
gtomblin@kinnamplus.com	9	Grojubinentor Direct Group	Suptanedgentor	electric				
rschemmer@silis.com	9	Grojubinentor Direct Group	Upsapedover		conventional	0	1	0
cperez@j-texon.com	9	Grokilower Direct Group	Cipdimazz		conventional	1	0	1
mjuhas@statholdings.com	9	Grotumentor International		electric	convection	0	0	1
lvarriano@plusstrip.com	9	Grotumentor International	Surpickewentor	induction				
lmelnyk@zathunicon.com	9	Growerpicator Holdings	Retinegan	gas	conventional	0	1	1
azepp@betasoloin.com	9	Happebantor	Gromunplover	radiant electric				
ssengbusch@zoomit.com	9	Haprobicator		induction				
cloder@domzoom.com	9	Haprobicator	Gromunplover	radiant electric	convection	0	1	0
fkolmetz@blackzim.com	9	Haprobicator	Tupdimegantor	electric	conventional	0	1	0
cmorocco@goodsilron.com	9	Haprobicator	Tupwerpimar		conventional	1	1	1
tlindall@inity.com	9	Haptanepin		gas				
cyaw@gogozoom.com	9	Haptanepin	Winsipexex	induction				
lmugnolo@mathtouch.com	9	Haptumor Holdings Corp.	Lomerplantor	radiant electric				
lkoppinger@mathtouch.com	9	Haptumor Holdings Corp.	Upbanazz		conventional	0	0	1
kferencz@toughzap.com	9	Haptumor Holdings Corp.	Varrobeficator	induction	conventional	1	0	1
bchaffins@sumace.com	9	Hapvenicator Direct	Adtanazz	electric				
jfarrar@hottechi.com	9	Hapvenicator Direct	Rebanax		conventional	0	1	1
langalich@iselectrics.com	9	Hapvenicator Direct	Revenollan		conventional	1	1	1
lsama@betatech.com	9	Hapvenicator Direct	Windimower	radiant electric				
mmirafuentes@sunnamplex.com	9	Hapweristor Holdings Corp.	Endwerpinicator	electric	conventional	1	0	1
frhymes@opentech.com	9	Inmunplantor	Barweramantor		convection	1	0	0
mkonopacki@kinnamplus.com	9	Inmunplantor	Supwerpover	radiant electric	conventional	1	0	0
cgrenet@conecom.com	9	Inmunplantor	Tipkilower	gas	conventional	0	0	1
lbatman@lexiqvolax.com	9	Inquestedgentor	Survenin	gas	conventional	0	1	1
hogg@dalttechnology.com	9	Inrobadan Direct	Dopnipefistor		conventional	0	1	0
ekitzman@iselectrics.com	9	Inrobadan Direct	Emkililin		conventional	1	0	0
ztegarden@golddex.com	9	Inrobadan Direct	Lomtinex	electric				
nlary@faxquote.com	9	Inrobadan Direct	Moncadistor	gas				
gcork@konex.com	9	Insipollover Holdings	Ciperplax	gas	convection	0	1	0
nvanausdal@doncon.com	9	Insipollover Holdings	Zeesipazz	radiant electric	conventional	0	1	0
rsteffensmeier@ontomedia.com	9	Intanimax International Company	Zeesipicator		conventional	0	1	1
amalet@cancity.com	9	Inwerpover	Barwerpilistor		convection	1	0	1
gshire@conecom.com	9	Inwerpover	Rehupopover	electric	convection	0	0	1
gzurcher@donquadtech.com	9	Klibanicator	Cipzapar	radiant electric				
yfritz@rantouch.com	9	Klibanicex International Inc	Monroban		convection	0	1	1
brodefer@donquadtech.com	9	Klibanicex International Inc	Montinefazz		convection	1	1	0
bwrinkles@condax.com	9	Klidudackazz  Group	Haphupexistor	induction				
rjillson@statholdings.com	9	Klidudackazz  Group	Lomfroponex		conventional	0	0	1
ahoogland@scotfind.com	9	Klidudackazz  Group	Varglibin	radiant electric	conventional	0	0	1
qstrassner@zencorporation.com	9	Klidudentor Direct	Klitinistor		conventional	1	1	1
mwaycott@opentech.com	9	Klijubar Holdings	Monglibepar	gas	conventional	1	0	1
ccentini@dontechi.com	9	Klijubar Holdings	Qwinipamex		conventional	1	0	0
mdelasancha@betasoloin.com	9	Klinipar International Company	Rapsapex	gas	conventional	1	0	0
rfortino@lexiqvolax.com	9	Klinipar International Company	Rejubefistor	induction	conventional	1	1	0
cfishburne@betatech.com	9	Klipickan WorldWide Company	Trujubex	induction	conventional	1	1	1
mtagala@betasoloin.com	9	Klivenin	Pardimedentor	gas	conventional	1	1	0
wcork@zencorporation.com	9	Klizapupover WorldWide Company	Cipfropexex	gas				
cvenere@cancity.com	9	Klizapupover WorldWide Company	Doptumadower		conventional	1	1	1
tfarrow@goodsilron.com	9	Klizapupover WorldWide Company	Emweronar		conventional	0	0	1
kbachman@condax.com	9	Klizapupover WorldWide Company	Endwerpinicator	electric	convection	1	1	0
rhanafan@year-job.com	9	Klizapupover WorldWide Company	Haptanupantor		conventional	1	1	0
tmaisto@condax.com	9	Klizapupover WorldWide Company	Lompeban		conventional	0	1	0
lsarao@hottechi.com	9	Klizapupover WorldWide Company	Untumover	induction				
ezepp@opentech.com	9	Lombanedgan	Supdimonentor	gas				
chiatt@y-corporation.com	9	Lombanedgan	Supvenefazz		convection	0	1	0
mcork@iselectrics.com	9	Lomdimin International Company	Mondudax		conventional	1	1	0
lpawlowicz@xx-holding.com	9	Lomdimin International Company	Qwinipamex	gas	conventional	1	1	1
carceo@xx-zobam.com	9	Lomdimin International Company	Rapdimepax	gas				
wbrideau@j-texon.com	9	Lomdimin International Company	Upsapimor	gas	conventional	1	0	1
eshinko@toughzap.com	9	Monpebistor International	Cipfropexex		convection	1	0	0
rsamara@labdrill.com	9	Monpebistor International	Monsipommistor	electric				
clipkin@donquadtech.com	9	Monpickar International Corp.	Mondimewan	radiant electric	conventional	1	0	0
fgudroe@sumace.com	9	Monwerexan International Corp.	Advenover	induction	conventional	1	1	1
